timestamp,src_ip,dst_ip,protocol,sport,dport
2025-11-25T17:53:29.639441,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.641462,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.698069,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.700083,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.702081,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.703075,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.705123,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.706209,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.707722,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.709203,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.711544,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.713801,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.770226,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.772233,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.773264,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.775231,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.798063,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.845448,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.846663,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:29.849227,192.168.31.131,192.178.177.94,UDP,62222,443
2025-11-25T17:53:29.928073,192.178.177.94,192.168.31.131,UDP,443,62222
2025-11-25T17:53:32.392524,140.82.112.26,192.168.31.131,TCP,443,60861
2025-11-25T17:53:32.395519,192.168.31.131,140.82.112.26,TCP,60861,443
2025-11-25T17:53:32.629515,140.82.112.26,192.168.31.131,TCP,443,60861
2025-11-25T17:53:34.183581,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:53:34.474626,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:35.470755,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:37.217636,192.168.31.131,192.168.31.1,UDP,54346,53
2025-11-25T17:53:37.218676,192.168.31.131,192.168.31.1,UDP,60376,53
2025-11-25T17:53:37.232186,192.168.31.1,192.168.31.131,UDP,53,60376
2025-11-25T17:53:37.234186,192.168.31.1,192.168.31.131,UDP,53,54346
2025-11-25T17:53:37.236749,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.394056,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.396057,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.398713,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.576537,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.579876,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.765109,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.767140,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.769331,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.771232,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.772580,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.774569,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.793192,192.168.31.131,104.208.16.92,TCP,54399,443
2025-11-25T17:53:37.928864,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.930863,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.933498,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:37.935517,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.936516,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:37.938029,192.168.31.131,13.69.116.107,TCP,54419,443
2025-11-25T17:53:38.094835,192.168.31.131,224.0.0.251,UDP,5353,5353
2025-11-25T17:53:38.152954,13.69.116.107,192.168.31.131,TCP,443,54419
2025-11-25T17:53:38.155466,104.208.16.92,192.168.31.131,TCP,443,54399
2025-11-25T17:53:39.233700,192.168.31.131,239.255.255.250,UDP,51067,1900
2025-11-25T17:53:39.912724,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:53:39.977121,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:40.701021,192.168.49.1,192.168.31.131,UDP,60000,51067
2025-11-25T17:53:40.712371,192.168.31.98,192.168.31.131,UDP,60000,51067
2025-11-25T17:53:40.715320,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.727184,192.168.31.98,192.168.31.131,TCP,60000,54424
2025-11-25T17:53:40.729145,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.731236,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.741545,192.168.31.98,192.168.31.131,TCP,60000,54424
2025-11-25T17:53:40.783361,192.168.31.98,192.168.31.131,TCP,60000,54424
2025-11-25T17:53:40.786084,192.168.31.98,192.168.31.131,TCP,60000,54424
2025-11-25T17:53:40.788375,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.845456,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.858712,192.168.31.98,192.168.31.131,TCP,60000,54424
2025-11-25T17:53:40.861715,192.168.31.131,192.168.31.98,TCP,54424,60000
2025-11-25T17:53:40.863730,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.865923,192.168.31.98,192.168.31.131,TCP,8009,54425
2025-11-25T17:53:40.869182,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.870365,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.871663,192.168.31.98,192.168.31.131,TCP,8009,54425
2025-11-25T17:53:40.874003,192.168.31.98,192.168.31.131,TCP,8009,54425
2025-11-25T17:53:40.922446,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.925062,192.168.31.98,192.168.31.131,TCP,8009,54425
2025-11-25T17:53:40.968638,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.971641,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:40.984810,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:40.987203,192.168.31.98,192.168.31.131,TCP,8009,54425
2025-11-25T17:53:40.989203,192.168.31.131,192.168.31.98,TCP,54425,8009
2025-11-25T17:53:41.197372,192.168.31.131,104.199.241.202,TCP,60213,4070
2025-11-25T17:53:41.295635,104.199.241.202,192.168.31.131,TCP,4070,60213
2025-11-25T17:53:41.344372,192.168.31.131,104.199.241.202,TCP,60213,4070
2025-11-25T17:53:46.673220,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:53:47.480165,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:47.979667,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:51.792909,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:53:51.976605,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:53:52.936768,192.168.31.131,192.168.31.255,UDP,57621,57621
2025-11-25T18:05:21.859314,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:21.882359,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:21.886798,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:21.924362,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:21.926782,192.168.31.131,104.208.16.92,TCP,58505,443
2025-11-25T18:05:21.928781,192.168.31.131,104.208.16.92,TCP,58505,443
2025-11-25T18:05:22.123708,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:22.125700,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:22.128699,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:22.130700,192.168.31.131,104.208.16.92,TCP,58505,443
2025-11-25T18:05:22.133742,192.168.31.131,104.208.16.92,TCP,58505,443
2025-11-25T18:05:22.135699,192.168.31.131,104.208.16.92,TCP,58505,443
2025-11-25T18:05:22.289692,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T18:05:22.392127,104.208.16.92,192.168.31.131,TCP,443,58505
2025-11-25T18:05:22.474322,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:23.208889,192.168.31.131,192.168.31.255,UDP,57621,57621
2025-11-25T18:05:23.472882,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:28.633227,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T18:05:28.977183,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:29.922128,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:29.979630,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:30.173416,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.176450,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.179447,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.182622,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.401159,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.404761,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.407757,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.409754,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.412260,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.414441,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.649756,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.653764,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.655765,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.657763,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.661197,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.663166,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.665349,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.667368,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.669365,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.670365,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.672361,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.674360,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.676373,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.874018,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.878064,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.884050,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.888370,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.891416,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.893372,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:30.896805,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.899813,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:30.902869,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.904866,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.906865,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.908865,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:30.910925,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:30.912921,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:31.104754,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:31.107752,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:31.110752,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:31.118015,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:31.164943,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:32.386330,140.82.112.26,192.168.31.131,TCP,443,60861
2025-11-25T18:05:32.389179,192.168.31.131,140.82.112.26,TCP,60861,443
2025-11-25T18:05:32.824277,192.168.31.131,140.82.112.26,TCP,60861,443
2025-11-25T18:05:32.833297,140.82.112.26,192.168.31.131,TCP,443,60861
2025-11-25T18:05:33.061674,140.82.112.26,192.168.31.131,TCP,443,60861
2025-11-25T18:05:34.268197,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T18:05:34.472349,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:34.975750,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:35.811353,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:35.861027,34.131.78.121,192.168.31.131,TCP,443,65364
2025-11-25T18:05:35.864853,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:35.868530,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:35.872619,192.0.0.1,192.168.31.131,OTHER,,
2025-11-25T18:05:35.914189,34.131.78.121,192.168.31.131,TCP,443,65364
2025-11-25T18:05:35.945401,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:35.952400,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:35.994819,34.131.78.121,192.168.31.131,TCP,443,65364
2025-11-25T18:05:35.996812,34.131.78.121,192.168.31.131,TCP,443,65364
2025-11-25T18:05:35.998812,192.168.31.131,34.131.78.121,TCP,65364,443
2025-11-25T18:05:36.044646,34.131.78.121,192.168.31.131,TCP,443,65364
2025-11-25T18:05:38.096644,192.168.31.131,224.0.0.251,UDP,5353,5353
2025-11-25T18:05:38.855152,192.168.31.131,20.42.73.26,TCP,58518,443
2025-11-25T18:05:38.863187,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:39.077049,20.42.73.26,192.168.31.131,TCP,443,58518
2025-11-25T18:05:39.082718,20.42.73.26,192.168.31.131,TCP,443,58517
2025-11-25T18:05:39.088167,192.168.31.131,20.42.73.26,TCP,58517,443
2025-11-25T18:05:39.290249,192.168.31.131,239.255.255.250,UDP,51067,1900
2025-11-25T18:05:40.774517,192.168.49.1,192.168.31.131,UDP,60000,51067
2025-11-25T18:05:40.777723,192.168.31.98,192.168.31.131,UDP,60000,51067
2025-11-25T18:05:40.785331,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:40.791434,192.168.31.98,192.168.31.131,TCP,60000,65374
2025-11-25T18:05:40.792941,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:40.794955,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:40.796116,192.168.31.98,192.168.31.131,TCP,60000,65374
2025-11-25T18:05:40.811786,192.168.31.98,192.168.31.131,TCP,60000,65374
2025-11-25T18:05:40.814032,192.168.31.98,192.168.31.131,TCP,60000,65374
2025-11-25T18:05:40.816014,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:40.819080,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T18:05:40.870459,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:40.872823,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:40.887295,192.168.31.98,192.168.31.131,TCP,8009,65375
2025-11-25T18:05:40.889863,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:40.892189,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:40.893464,192.168.31.98,192.168.31.131,TCP,8009,65375
2025-11-25T18:05:40.898337,192.168.31.98,192.168.31.131,TCP,8009,65375
2025-11-25T18:05:40.947321,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:40.950308,192.168.31.98,192.168.31.131,TCP,8009,65375
2025-11-25T18:05:40.978059,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T18:05:40.993458,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:41.007883,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:41.013200,192.168.31.98,192.168.31.131,TCP,8009,65375
2025-11-25T18:05:41.015201,192.168.31.131,192.168.31.98,TCP,65375,8009
2025-11-25T18:05:41.181925,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:41.194238,192.168.31.98,192.168.31.131,TCP,60000,65374
2025-11-25T18:05:41.203020,192.168.31.131,192.168.31.98,TCP,65374,60000
2025-11-25T18:05:41.210280,192.168.31.131,104.199.241.202,TCP,60213,4070
2025-11-25T18:05:41.305113,104.199.241.202,192.168.31.131,TCP,4070,60213
2025-11-25T18:05:41.354743,192.168.31.131,104.199.241.202,TCP,60213,4070
2025-11-25T18:05:44.440712,192.168.31.131,192.168.31.1,UDP,51621,53
2025-11-25T18:05:44.444284,192.168.31.131,192.168.31.1,UDP,55268,53
2025-11-25T18:05:44.473517,192.168.31.1,192.168.31.131,UDP,53,55268
2025-11-25T18:05:44.480927,192.168.31.1,192.168.31.131,UDP,53,51621
2025-11-25T18:05:44.483162,192.168.31.131,52.182.143.215,TCP,65388,443
2025-11-25T18:05:44.768267,52.182.143.215,192.168.31.131,TCP,443,65388
