timestamp,src_ip,dst_ip,protocol,sport,dport
2025-11-25T17:42:45.752380,192.168.31.98,192.168.31.131,UDP,60000,56813
2025-11-25T17:42:46.081354,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:42:46.472604,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:42:47.477710,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:42:50.708581,192.168.31.131,192.168.31.1,UDP,53209,53
2025-11-25T17:42:50.710608,192.168.31.131,192.168.31.1,UDP,58394,53
2025-11-25T17:42:50.719251,192.168.31.1,192.168.31.131,UDP,53,53209
2025-11-25T17:42:50.723594,192.168.31.1,192.168.31.131,UDP,53,58394
2025-11-25T17:42:51.947938,192.168.31.131,192.168.31.1,UDP,53209,53
2025-11-25T17:42:51.949934,192.168.31.131,192.168.31.1,UDP,58394,53
2025-11-25T17:42:51.963957,192.168.31.1,192.168.31.131,UDP,53,53209
2025-11-25T17:42:51.966960,192.168.31.1,192.168.31.131,UDP,53,58394
2025-11-25T17:42:52.001047,192.168.31.131,192.168.31.1,UDP,53209,53
2025-11-25T17:42:52.004046,192.168.31.131,192.168.31.1,UDP,58394,53
2025-11-25T17:42:52.007551,192.168.31.1,192.168.31.131,UDP,53,58394
2025-11-25T17:42:52.010558,192.168.31.1,192.168.31.131,UDP,53,53209
2025-11-25T17:42:52.640887,192.168.31.131,192.168.31.1,UDP,63390,53
2025-11-25T17:42:52.643887,192.168.31.131,192.168.31.1,UDP,55681,53
2025-11-25T17:42:52.645935,192.168.31.131,192.168.31.1,UDP,59261,53
2025-11-25T17:42:52.653548,192.168.31.1,192.168.31.131,UDP,53,55681
2025-11-25T17:42:52.656551,192.168.31.1,192.168.31.131,UDP,53,63390
2025-11-25T17:42:52.659603,192.168.31.1,192.168.31.131,UDP,53,59261
2025-11-25T17:42:52.704385,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.705354,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.738487,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.739488,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.741955,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.749002,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.751592,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.755051,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.756065,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.758398,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.759399,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.761399,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.762397,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.764403,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.768831,192.0.0.1,192.168.31.131,OTHER,,
2025-11-25T17:42:52.770164,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.771688,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.779540,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.781514,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.783820,192.168.31.131,192.168.31.255,UDP,57621,57621
2025-11-25T17:42:52.795757,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.799661,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.817161,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.839581,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:42:52.871921,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.940392,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.942396,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.943392,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.944437,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.946396,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.947430,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.948393,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.951393,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.953433,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.955392,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.956549,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.958545,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.959548,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.961552,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.962547,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.964550,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:52.967840,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.969841,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.970840,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.971879,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.973844,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.974883,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.976844,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.978844,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.980852,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.983345,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.986352,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.988354,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.990351,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:52.992429,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:52.994430,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.996597,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.997599,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:52.999144,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:53.001153,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:53.004537,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:53.005590,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:42:53.007536,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:53.008552,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:53.010678,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:53.013059,192.168.31.131,49.44.144.25,UDP,53578,443
2025-11-25T17:42:53.015059,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:53.016059,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:53.018066,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:53.020422,49.44.144.25,192.168.31.131,TCP,443,58166
2025-11-25T17:42:53.022419,192.168.31.131,49.44.144.25,TCP,58166,443
2025-11-25T17:42:53.024662,49.44.144.25,192.168.31.131,UDP,443,53578
2025-11-25T17:46:03.765812,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:03.787904,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:03.789921,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.024208,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.026262,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.228806,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:46:04.294682,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.299260,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.302293,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.306134,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.308492,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.310533,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.479506,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:04.558760,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.560857,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.582092,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:04.584086,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.586088,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.589628,192.168.31.131,13.89.178.26,TCP,58175,443
2025-11-25T17:46:04.844184,13.89.178.26,192.168.31.131,TCP,443,58175
2025-11-25T17:46:05.479462,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:07.137730,192.168.31.131,20.50.80.209,TCP,58172,443
2025-11-25T17:46:07.338066,20.50.80.209,192.168.31.131,TCP,443,58172
2025-11-25T17:46:07.341325,192.168.31.131,20.50.80.209,TCP,58172,443
2025-11-25T17:46:08.809206,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:08.994164,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:08.999545,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.007436,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.213599,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.219099,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.223545,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.473480,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.480481,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.486109,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.489461,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.491497,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.493931,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.497275,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.500773,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.503137,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.505542,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.508737,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.669258,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.671298,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.673423,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.676624,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:09.678620,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.823105,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.854538,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:09.898659,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:10.166568,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:46:10.473567,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:10.971805,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:11.477717,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:12.770129,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:12.775073,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:12.953832,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:12.960954,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:12.992466,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:15.695998,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:46:15.978219,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:16.376223,192.168.31.131,192.168.31.1,UDP,63338,53
2025-11-25T17:46:16.378517,192.168.31.131,192.168.31.1,UDP,56605,53
2025-11-25T17:46:16.390583,192.168.31.1,192.168.31.131,UDP,53,56605
2025-11-25T17:46:16.394114,192.168.31.1,192.168.31.131,UDP,53,63338
2025-11-25T17:46:16.396057,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.476805,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:16.529932,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.532286,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.534255,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.668817,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.670826,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.814770,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.816964,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.819246,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.820246,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.822558,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.824063,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.952326,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.954467,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.956746,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:16.958746,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.960746,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.963875,192.168.31.131,20.213.196.214,TCP,51979,443
2025-11-25T17:46:16.973501,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:16.999478,192.168.31.131,192.168.31.1,UDP,56605,53
2025-11-25T17:46:17.000491,192.168.31.131,192.168.31.1,UDP,63338,53
2025-11-25T17:46:17.016516,192.168.31.1,192.168.31.131,UDP,53,56605
2025-11-25T17:46:17.020566,192.168.31.1,192.168.31.131,UDP,53,63338
2025-11-25T17:46:17.094194,20.213.196.214,192.168.31.131,TCP,443,51979
2025-11-25T17:46:17.147784,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:17.333691,20.50.80.209,192.168.31.131,TCP,443,58184
2025-11-25T17:46:17.336051,192.168.31.131,20.50.80.209,TCP,58184,443
2025-11-25T17:46:21.454222,192.168.31.2,224.0.0.251,UDP,5353,5353
2025-11-25T17:46:21.739802,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:46:21.972390,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:22.834245,192.168.31.131,192.168.31.255,UDP,57621,57621
2025-11-25T17:46:22.975024,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:23.937334,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.138100,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.141723,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.145040,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.314122,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.320693,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.324786,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.494667,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.500820,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.505256,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.509662,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.512969,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.514578,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.523062,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.528060,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.553060,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.566099,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.674845,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.677922,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.681913,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.684919,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.688010,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.690999,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.694007,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:24.713623,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.715623,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.717623,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.851347,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:24.900430,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:26.857359,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:26.859374,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:27.035719,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:27.037933,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:27.039937,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:27.087354,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:27.165031,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:27.339437,20.50.80.209,192.168.31.131,TCP,443,51987
2025-11-25T17:46:27.341478,192.168.31.131,20.50.80.209,TCP,51987,443
2025-11-25T17:46:34.128296,192.168.31.1,224.0.0.1,OTHER,,
2025-11-25T17:46:34.479649,192.168.31.131,224.0.0.22,OTHER,,
2025-11-25T17:46:36.534805,192.168.31.131,192.168.31.1,UDP,64271,53
2025-11-25T17:46:36.539162,192.168.31.131,192.168.31.1,UDP,56987,53
2025-11-25T17:46:36.608838,192.168.31.1,192.168.31.131,UDP,53,56987
2025-11-25T17:46:36.612873,192.168.31.1,192.168.31.131,UDP,53,64271
2025-11-25T17:46:36.614918,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:36.829107,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:36.831108,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:36.834105,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.053244,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.057237,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.061752,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.063701,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.066696,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.069592,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.307829,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.314197,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.319841,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.325301,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.329817,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.335064,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.339449,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.343974,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.540819,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.546878,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.584303,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.589848,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:37.818978,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:37.838998,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:46:38.058075,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:38.060075,20.189.173.14,192.168.31.131,TCP,443,51992
2025-11-25T17:46:38.062076,192.168.31.131,20.189.173.14,TCP,51992,443
2025-11-25T17:47:30.433895,192.168.31.131,52.182.143.208,TCP,52323,443
2025-11-25T17:47:30.439851,192.168.31.131,52.182.143.208,TCP,52323,443
2025-11-25T17:47:30.518889,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:30.703143,52.182.143.208,192.168.31.131,TCP,443,52323
2025-11-25T17:47:30.705099,52.182.143.208,192.168.31.131,TCP,443,52323
2025-11-25T17:47:30.781128,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:30.783638,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:30.786651,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:30.949999,52.182.143.208,192.168.31.131,TCP,443,52323
2025-11-25T17:47:30.992427,192.168.31.131,52.182.143.208,TCP,52323,443
2025-11-25T17:47:31.047193,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:31.050188,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:31.376523,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:31.379650,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:31.383584,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:31.386177,13.89.179.11,192.168.31.131,TCP,443,52340
2025-11-25T17:47:31.389463,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:31.391461,192.168.31.131,13.89.179.11,TCP,52340,443
2025-11-25T17:47:31.644005,13.89.179.11,192.168.31.131,TCP,443,52340
